Country,Date,No. of suspected cases,No. of probable cases,No. of confirmed cases,"No. of confirmed, probable and suspected cases",No. of suspected deaths,No. of probable deaths,No. of confirmed deaths,"No. of confirmed, probable and suspected deaths"
United Kingdom,2015-08-11,0.0,0.0,1.0,1.0,,,,0.0
Mali,2015-08-11,0.0,1.0,7.0,8.0,,,,6.0
Liberia,2015-08-11,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Liberia,2015-08-12,,0.0,6.0,6.0,,,2.0,2.0
Spain,2015-08-12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United Kingdom,2015-08-12,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-08-12,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
United States of America,2015-08-12,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Italy,2015-08-12,0.0,0.0,1.0,1.0,,,,0.0
Mali,2015-08-12,0.0,1.0,7.0,8.0,,,,6.0
Liberia,2015-08-12,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-08-12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-08-12,6.0,452.0,3329.0,3787.0,,452.0,2072.0,2524.0
Sierra Leone,2015-08-12,4486.0,287.0,8697.0,13470.0,158.0,208.0,3585.0,3951.0
Senegal,2015-08-13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-08-13,10.0,452.0,3330.0,3792.0,,452.0,2072.0,2524.0
Sierra Leone,2015-08-13,4500.0,287.0,8697.0,13484.0,158.0,208.0,3585.0,3951.0
Italy,2015-08-13,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-08-13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United Kingdom,2015-08-13,0.0,0.0,1.0,1.0,,,,0.0
Mali,2015-08-13,0.0,1.0,7.0,8.0,,,,6.0
United States of America,2015-08-13,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Nigeria,2015-08-13,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-08-13,,0.0,6.0,6.0,,,2.0,2.0
Liberia,2015-08-13,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-08-14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-08-14,0.0,1.0,7.0,8.0,,,,6.0
Spain,2015-08-14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-08-14,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
United States of America,2015-08-14,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Italy,2015-08-14,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-08-14,9.0,452.0,3330.0,3791.0,,452.0,2072.0,2524.0
Sierra Leone,2015-08-14,4501.0,287.0,8697.0,13485.0,158.0,208.0,3586.0,3952.0
Liberia,2015-08-14,,0.0,6.0,6.0,,,2.0,2.0
Liberia,2015-08-14,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United Kingdom,2015-08-14,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-08-17,6.0,452.0,3332.0,3790.0,,452.0,2072.0,2524.0
Senegal,2015-08-17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-08-17,,0.0,6.0,6.0,,,2.0,2.0
Spain,2015-08-17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-08-17,4505.0,287.0,8697.0,13489.0,158.0,208.0,3586.0,3952.0
Italy,2015-08-17,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-08-17,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Nigeria,2015-08-17,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-08-17,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Mali,2015-08-17,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2015-08-17,0.0,0.0,1.0,1.0,,,,0.0
United Kingdom,2015-08-18,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-08-18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-08-18,4510.0,287.0,8697.0,13494.0,158.0,208.0,3586.0,3952.0
Italy,2015-08-18,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-08-18,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Guinea,2015-08-18,2.0,452.0,3332.0,3786.0,,452.0,2072.0,2524.0
United States of America,2015-08-18,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Senegal,2015-08-18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-08-18,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-08-18,,0.0,6.0,6.0,,,2.0,2.0
Mali,2015-08-18,0.0,1.0,7.0,8.0,,,,6.0
Liberia,2015-08-19,,0.0,6.0,6.0,,,2.0,2.0
Italy,2015-08-19,0.0,0.0,1.0,1.0,,,,0.0
Senegal,2015-08-19,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-08-19,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Spain,2015-08-19,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-08-19,2.0,452.0,3332.0,3786.0,,452.0,2072.0,2524.0
United Kingdom,2015-08-19,0.0,0.0,1.0,1.0,,,,0.0
Mali,2015-08-19,0.0,1.0,7.0,8.0,,,,6.0
Sierra Leone,2015-08-19,4510.0,287.0,8697.0,13494.0,158.0,208.0,3586.0,3952.0
Liberia,2015-08-19,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United States of America,2015-08-19,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Senegal,2015-08-20,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-08-20,6.0,452.0,3334.0,3792.0,,452.0,2074.0,2526.0
Liberia,2015-08-20,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Spain,2015-08-20,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-08-20,0.0,1.0,7.0,8.0,,,,6.0
Nigeria,2015-08-20,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
United Kingdom,2015-08-20,0.0,0.0,1.0,1.0,,,,0.0
Italy,2015-08-20,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-08-20,4534.0,287.0,8697.0,13518.0,158.0,208.0,3586.0,3952.0
United States of America,2015-08-20,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-08-20,,0.0,6.0,6.0,,,2.0,2.0
Senegal,2015-08-21,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-08-21,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-08-21,,0.0,6.0,6.0,,,2.0,2.0
Spain,2015-08-21,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-08-21,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Guinea,2015-08-21,9.0,452.0,3334.0,3795.0,,452.0,2074.0,2526.0
Liberia,2015-08-21,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Nigeria,2015-08-21,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Mali,2015-08-21,0.0,1.0,7.0,8.0,,,,6.0
Sierra Leone,2015-08-21,4549.0,287.0,8697.0,13533.0,158.0,208.0,3586.0,3952.0
United Kingdom,2015-08-21,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-08-24,,0.0,6.0,6.0,,,2.0,2.0
Senegal,2015-08-24,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-08-24,4.0,452.0,3334.0,3790.0,,452.0,2075.0,2527.0
United Kingdom,2015-08-24,0.0,0.0,1.0,1.0,,,,0.0
Mali,2015-08-24,0.0,1.0,7.0,8.0,,,,6.0
Spain,2015-08-24,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-08-24,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Italy,2015-08-24,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-08-24,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-08-24,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Sierra Leone,2015-08-24,4554.0,287.0,8697.0,13538.0,158.0,208.0,3586.0,3952.0
Italy,2015-08-25,0.0,0.0,1.0,1.0,,,,0.0
Senegal,2015-08-25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-08-25,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-08-25,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Liberia,2015-08-25,,0.0,6.0,6.0,,,2.0,2.0
Spain,2015-08-25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-08-25,4557.0,287.0,8697.0,13541.0,158.0,208.0,3586.0,3952.0
Mali,2015-08-25,0.0,1.0,7.0,8.0,,,,6.0
Nigeria,2015-08-25,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Guinea,2015-08-25,5.0,452.0,3335.0,3792.0,,452.0,2075.0,2527.0
United Kingdom,2015-08-25,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-08-26,,0.0,6.0,6.0,,,2.0,2.0
Mali,2015-08-26,0.0,1.0,7.0,8.0,,,,6.0
United States of America,2015-08-26,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Italy,2015-08-26,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-08-26,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Sierra Leone,2015-08-26,4557.0,287.0,8697.0,13541.0,158.0,208.0,3586.0,3952.0
Spain,2015-08-26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-08-26,5.0,452.0,3335.0,3792.0,,452.0,2075.0,2527.0
United Kingdom,2015-08-26,0.0,0.0,1.0,1.0,,,,0.0
Senegal,2015-08-26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-08-26,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Liberia,2015-08-27,,0.0,6.0,6.0,,,2.0,2.0
Mali,2015-08-27,0.0,1.0,7.0,8.0,,,,6.0
Nigeria,2015-08-27,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Guinea,2015-08-27,9.0,452.0,3336.0,3797.0,,452.0,2076.0,2528.0
Italy,2015-08-27,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-08-27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-08-27,4598.0,287.0,8697.0,13582.0,158.0,208.0,3586.0,3952.0
Liberia,2015-08-27,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United Kingdom,2015-08-27,0.0,0.0,1.0,1.0,,,,0.0
Senegal,2015-08-27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-08-27,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-08-28,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Mali,2015-08-28,0.0,1.0,7.0,8.0,,,,6.0
United States of America,2015-08-28,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Spain,2015-08-28,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Senegal,2015-08-28,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-08-28,,0.0,6.0,6.0,,,2.0,2.0
Nigeria,2015-08-28,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Italy,2015-08-28,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-08-28,9.0,452.0,3336.0,3797.0,,452.0,2076.0,2528.0
United Kingdom,2015-08-28,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-08-28,4602.0,287.0,8697.0,13586.0,158.0,208.0,3586.0,3952.0
Mali,2015-08-31,0.0,1.0,7.0,8.0,,,,6.0
Liberia,2015-08-31,,0.0,6.0,6.0,,,2.0,2.0
Guinea,2015-08-31,1.0,452.0,3337.0,3790.0,,452.0,2076.0,2528.0
Sierra Leone,2015-08-31,4618.0,287.0,8698.0,13603.0,158.0,208.0,3587.0,3953.0
Nigeria,2015-08-31,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Senegal,2015-08-31,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-08-31,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Spain,2015-08-31,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-08-31,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
United Kingdom,2015-08-31,0.0,0.0,1.0,1.0,,,,0.0
Italy,2015-08-31,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-09-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-09-01,3.0,452.0,3337.0,3792.0,,452.0,2077.0,2529.0
Liberia,2015-09-01,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Sierra Leone,2015-09-01,4624.0,287.0,8698.0,13609.0,158.0,208.0,3587.0,3953.0
United States of America,2015-09-01,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-09-01,,0.0,6.0,6.0,,,2.0,2.0
Mali,2015-09-01,0.0,1.0,7.0,8.0,,,,6.0
Italy,2015-09-01,0.0,0.0,1.0,1.0,,,,0.0
United Kingdom,2015-09-01,0.0,0.0,1.0,1.0,,,,0.0
Senegal,2015-09-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-09-01,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Sierra Leone,2015-09-02,4624.0,287.0,8698.0,13609.0,158.0,208.0,3587.0,3953.0
Mali,2015-09-02,0.0,1.0,7.0,8.0,,,,6.0
United States of America,2015-09-02,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
United Kingdom,2015-09-02,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-09-02,3.0,452.0,3337.0,3792.0,,452.0,2077.0,2529.0
Liberia,2015-09-02,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Spain,2015-09-02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Senegal,2015-09-02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-09-02,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-09-02,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-09-02,,,6.0,6.0,,,2.0,2.0
Italy,2015-09-03,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-09-03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-09-03,0.0,1.0,7.0,8.0,,,,6.0
United States of America,2015-09-03,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Guinea,2015-09-03,2.0,452.0,3338.0,3792.0,,452.0,2077.0,2529.0
Senegal,2015-09-03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United Kingdom,2015-09-03,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-09-03,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Nigeria,2015-09-03,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-09-03,,0.0,6.0,6.0,,,2.0,2.0
Sierra Leone,2015-09-03,4653.0,287.0,8698.0,13638.0,158.0,208.0,3587.0,3953.0
Spain,2015-09-04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-09-04,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Italy,2015-09-04,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-09-04,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-09-04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-09-04,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Guinea,2015-09-04,2.0,452.0,3338.0,3792.0,,452.0,2077.0,2529.0
Sierra Leone,2015-09-04,4654.0,287.0,8698.0,13639.0,158.0,208.0,3587.0,3953.0
Liberia,2015-09-04,,0.0,6.0,6.0,,,2.0,2.0
United Kingdom,2015-09-04,0.0,0.0,1.0,1.0,,,,0.0
Mali,2015-09-04,0.0,1.0,7.0,8.0,,,,6.0
Nigeria,2015-09-07,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Mali,2015-09-07,0.0,1.0,7.0,8.0,,,,6.0
Guinea,2015-09-07,3.0,452.0,3338.0,3793.0,,452.0,2078.0,2530.0
Liberia,2015-09-07,,0.0,6.0,6.0,,,2.0,2.0
Senegal,2015-09-07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-09-07,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-09-07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-09-07,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
United Kingdom,2015-09-07,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-09-07,4684.0,287.0,8699.0,13670.0,158.0,208.0,3587.0,3953.0
Liberia,2015-09-07,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-09-08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-09-08,,0.0,6.0,6.0,,,2.0,2.0
Nigeria,2015-09-08,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Guinea,2015-09-08,2.0,452.0,3338.0,3792.0,,452.0,2078.0,2530.0
United States of America,2015-09-08,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Sierra Leone,2015-09-08,4697.0,287.0,8699.0,13683.0,158.0,208.0,3587.0,3953.0
United Kingdom,2015-09-08,0.0,0.0,1.0,1.0,,,,0.0
Mali,2015-09-08,0.0,1.0,7.0,8.0,,,,6.0
Italy,2015-09-08,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-09-08,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Spain,2015-09-08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-09-09,4697.0,287.0,8699.0,13683.0,158.0,208.0,3587.0,3953.0
Italy,2015-09-09,0.0,0.0,1.0,1.0,,,,0.0
United Kingdom,2015-09-09,0.0,0.0,1.0,1.0,,,,0.0
Senegal,2015-09-09,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-09-09,2.0,452.0,3338.0,3792.0,,452.0,2078.0,2530.0
Liberia,2015-09-09,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United States of America,2015-09-09,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-09-09,,,6.0,6.0,,,2.0,2.0
Mali,2015-09-09,0.0,1.0,7.0,8.0,,,,6.0
Spain,2015-09-09,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-09-09,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Nigeria,2015-09-10,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Guinea,2015-09-10,1.0,452.0,3338.0,3791.0,,452.0,2078.0,2530.0
Liberia,2015-09-10,,0.0,6.0,6.0,,,2.0,2.0
Sierra Leone,2015-09-10,4708.0,287.0,8702.0,13697.0,158.0,208.0,3587.0,3953.0
Italy,2015-09-10,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-09-10,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-09-10,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United Kingdom,2015-09-10,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-09-10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-09-10,0.0,1.0,7.0,8.0,,,,6.0
Senegal,2015-09-10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-09-11,4711.0,287.0,8703.0,13701.0,158.0,208.0,3587.0,3953.0
Nigeria,2015-09-11,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Mali,2015-09-11,0.0,1.0,7.0,8.0,,,,6.0
Liberia,2015-09-11,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Italy,2015-09-11,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-09-11,1.0,452.0,3338.0,3791.0,,452.0,2078.0,2530.0
Liberia,2015-09-11,,0.0,6.0,6.0,,,2.0,2.0
United States of America,2015-09-11,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Spain,2015-09-11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Senegal,2015-09-11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United Kingdom,2015-09-11,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-09-14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-09-14,,0.0,6.0,6.0,,,2.0,2.0
Senegal,2015-09-14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-09-14,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-09-14,3.0,452.0,3338.0,3793.0,,452.0,2078.0,2530.0
Nigeria,2015-09-14,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Sierra Leone,2015-09-14,4757.0,287.0,8703.0,13747.0,158.0,208.0,3587.0,3953.0
United Kingdom,2015-09-14,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-09-14,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-09-14,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Mali,2015-09-14,0.0,1.0,7.0,8.0,,,,6.0
Senegal,2015-09-15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-09-15,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-09-15,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Spain,2015-09-15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-09-15,4765.0,287.0,8704.0,13756.0,158.0,208.0,3587.0,3953.0
United Kingdom,2015-09-15,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-09-15,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-09-15,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Guinea,2015-09-15,2.0,452.0,3338.0,3792.0,,452.0,2078.0,2530.0
Mali,2015-09-15,0.0,1.0,7.0,8.0,,,,6.0
Liberia,2015-09-15,,0.0,6.0,6.0,,,2.0,2.0
Guinea,2015-09-16,2.0,452.0,3338.0,3792.0,,452.0,2078.0,2530.0
Liberia,2015-09-16,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-09-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United Kingdom,2015-09-16,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-09-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-09-16,0.0,0.0,1.0,1.0,,,,0.0
Mali,2015-09-16,0.0,1.0,7.0,8.0,,,,6.0
United States of America,2015-09-16,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-09-16,,,6.0,6.0,,,2.0,2.0
Sierra Leone,2015-09-16,4765.0,287.0,8704.0,13756.0,158.0,208.0,3587.0,3953.0
Nigeria,2015-09-16,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Sierra Leone,2015-09-17,4788.0,287.0,8704.0,13779.0,158.0,208.0,3589.0,3955.0
Liberia,2015-09-17,,0.0,6.0,6.0,,,2.0,2.0
Mali,2015-09-17,0.0,1.0,7.0,8.0,,,,6.0
Spain,2015-09-17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Senegal,2015-09-17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-09-17,4.0,452.0,3338.0,3794.0,,452.0,2078.0,2530.0
Liberia,2015-09-17,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United States of America,2015-09-17,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Nigeria,2015-09-17,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
United Kingdom,2015-09-17,0.0,0.0,1.0,1.0,,,,0.0
Italy,2015-09-17,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-09-18,,0.0,6.0,6.0,,,2.0,2.0
Senegal,2015-09-18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-09-18,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
United Kingdom,2015-09-18,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-09-18,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Spain,2015-09-18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-09-18,0.0,1.0,7.0,8.0,,,,6.0
United States of America,2015-09-18,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Guinea,2015-09-18,3.0,452.0,3339.0,3794.0,,452.0,2079.0,2531.0
Sierra Leone,2015-09-18,4794.0,287.0,8704.0,13785.0,158.0,208.0,3589.0,3955.0
Italy,2015-09-18,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-09-21,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Nigeria,2015-09-21,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Mali,2015-09-21,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2015-09-21,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-09-21,4.0,453.0,3340.0,3797.0,,453.0,2079.0,2532.0
Senegal,2015-09-21,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-09-21,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-09-21,,0.0,6.0,6.0,,,2.0,2.0
Italy,2015-09-21,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-09-21,4820.0,287.0,8704.0,13811.0,158.0,208.0,3589.0,3955.0
Spain,2015-09-21,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-09-22,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Italy,2015-09-22,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-09-22,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-09-22,,0.0,6.0,6.0,,,2.0,2.0
Spain,2015-09-22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-09-22,4832.0,287.0,8704.0,13823.0,158.0,208.0,3589.0,3955.0
Mali,2015-09-22,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2015-09-22,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-09-22,7.0,453.0,3340.0,3800.0,,453.0,2079.0,2532.0
Liberia,2015-09-22,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-09-22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-09-23,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Spain,2015-09-23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United Kingdom,2015-09-23,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-09-23,4832.0,287.0,8704.0,13823.0,158.0,208.0,3589.0,3955.0
